canonical_smiles,count,mean,std,min,max
CCC#CCO[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,3,7.925684913113375,0.004214217452284346,7.920818753952375,7.928117992693875
CCC#CCOc1cc(Cn2ccnc2)c2c(=O)c3ccccc3oc2c1,2,8.272577569995745,3.857157790832601,5.54515513999149,11.0
CCC#CCOc1cc(Cn2ccnc2)c2oc3ccccc3c(=O)c2c1,2,7.184608145852421,2.7278781370733567,5.255707016877324,9.113509274827518
CCC#CCOc1ccc2c(=O)c3ccc(Cn4ccnc4)cc3oc2c1,2,8.556754637413759,3.455270727974632,6.113509274827518,11.0
CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,3,4.604033300288901,0.00020147854521966813,4.603800652904264,4.604149623981219
CCC(=C(c1ccc(O)cc1)c1ccc(OCCN)cc1)c1ccccc1,3,7.00895189965443,0.03187457672610635,6.990549104201306,7.045757490560675
CCC(C)C1(c2ccc(N)cc2)CCC(=O)NC1=O,3,5.522919285107823,7.021704093443943e-05,5.522878745280337,5.523000364762793
CCC(C)CC1(c2ccc(N)cc2)CCC(=O)NC1=O,3,5.958737661851302,0.00022576764311684288,5.958607314841775,5.958998355870358
CCC(CC)Oc1cc([N+](=O)[O-])ccc1N(C)S(C)(=O)=O,2,6.638272163982407,0.0,6.638272163982407,6.638272163982407
CCC(CC)Oc1cc([N+](=O)[O-])ccc1NS(C)(=O)=O,2,6.522878745280337,0.0,6.522878745280337,6.522878745280337
CCC1(c2ccc(N)cc2)CC(=O)NC1=O,2,4.972693472721556,0.14570252182234666,4.8696662315049934,5.075720713938118
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,42,4.943919137795271,1.525781953112967,-3.4499999999999997,8.2839966563652
CCC1(c2ccncc2)CCC(=O)NC1=O,3,4.882605827296213,0.48783269216389147,4.346787486224656,5.301029995663981
CCC1=C(c2cccnc2)CCc2ccccc21,2,5.821886747685368,0.0,5.821886747685368,5.821886747685368
CCCC(=O)OC1=C2CC[C@@H]3[C@H](CC[C@]4(C)C(=O)CC[C@@H]34)[C@@]2(C)CCC1,2,5.823955070631063,6.552007133591227e-05,5.823908740944319,5.824001400317809
CCCC(C)C1(c2ccc(N)cc2)CCC(=O)NC1=O,3,6.221899426174827,8.777437402421927e-05,6.221848749616356,6.222000779291768
